"Track Title","Track Length","Artist","Album","Genre"
I Am Machine,3:21,Three Days Grace,Human,Rock
So What,2:58,Three Days Grace,Human,Hard Rock
Car Crash,2:51,Three Days Grace,Human,Hard Rock
Nothing's Fair In Love and War,3:45,Three Days Grace,Human,Hard Rock
One Too Many,2:41,Three Days Grace,Human,Hard Rock
The End Is Not the Answer,2:53,Three Days Grace,Human,Hard Rock
The Real You,3:54,Three Days Grace,Human,Hard Rock
Animal I Have Become,3:51,Three Days Grace,One-X,Hard Rock
Never Too Late,3:29,Three Days Grace,One-X,Hard Rock
Riot,3:28,Three Days Grace,One-X,Hard Rock
One-X,4:46,Three Days Grace,One-X,Hard Rock
I Hate Everything About You,3:51,Three Days Grace,Three Days Grace,Hard Rock
A More Perfect Union,7:10,Titus Andronicus,The Monitor,Alternative
Titus Andronicus Forever,1:55,Titus Andronicus,The Monitor,Alternative
"No Future, Pt. Three: Escape from No Future",5:16,Titus Andronicus,The Monitor,Alternative
Richard II or Extraordinary Popular Dimensions and the Madness of Crowds (Responsible Hate Anthem),5:07,Titus Andronicus,The Monitor,Alternative
A Pot In Which to Piss,8:54,Titus Andronicus,The Monitor,Alternative
Four Score and Seven,8:39,Titus Andronicus,The Monitor,Alternative
"Theme from ""Cheers""",5:02,Titus Andronicus,The Monitor,Alternative
To Old Friends and New,7:01,Titus Andronicus,The Monitor,Alternative
...And Ever,2:24,Titus Andronicus,The Monitor,Alternative
The Battle of Hampton Roads,14:02,Titus Andronicus,The Monitor,Alternative
Walk On the Ocean,2:59,Toad the Wet Sprocket,Fear,Alternative
Walk On the Ocean,2:59,Toad the Wet Sprocket,P.S.,Alternative
Stinkfist,5:11,Tool,Ænima,Metal
Eulogy,8:29,Tool,Ænima,Metal
H.,6:07,TOOL,Ænima,Metal
Useful Idiot,0:39,TOOL,Ænima,Metal
Forty Six & 2,6:04,Tool,Ænima,Metal
Message To Harry Manback,1:53,Tool,Ænima,Metal
Hooker With A Penis,4:34,Tool,Ænima,Metal
Intermission,0:56,Tool,Ænima,Metal
Jimmy,5:24,Tool,Ænima,Metal
Die Eier Von Satan,2:17,Tool,Ænima,Metal
Pushit,9:56,Tool,Ænima,Metal
Cesaro Summability,1:26,Tool,Ænima,Metal
Ænema,6:40,Tool,Ænima,Metal
(-) Ions,4:00,Tool,Ænima,Metal
Third Eye,13:47,Tool,Ænima,Metal
Fear Inoculum,10:20,TOOL,Fear Inoculum,Metal
Pneuma,11:53,TOOL,Fear Inoculum,Metal
Litanie contre la Peur,2:14,TOOL,Fear Inoculum,Metal
Invincible,12:44,TOOL,Fear Inoculum,Metal
Legion Inoculant,3:10,TOOL,Fear Inoculum,Metal
Descending,13:38,TOOL,Fear Inoculum,Metal
Culling Voices,10:05,TOOL,Fear Inoculum,Metal
Chocolate Chip Trip,4:48,TOOL,Fear Inoculum,Metal
7empest,15:44,TOOL,Fear Inoculum,Metal
Mockingbeat,2:06,TOOL,Fear Inoculum,Metal
The Grudge,8:37,TOOL,Lateralus,Metal
Eon Blue Apocalypse,1:04,TOOL,Lateralus,Metal
The Patient,7:14,TOOL,Lateralus,Metal
Mantra,1:13,TOOL,Lateralus,Metal
Schism,6:48,TOOL,Lateralus,Metal
Parabol,3:04,TOOL,Lateralus,Metal
Parabola,6:04,TOOL,Lateralus,Metal
Ticks & Leeches,8:10,TOOL,Lateralus,Metal
Lateralus,9:25,TOOL,Lateralus,Metal
Disposition,4:46,TOOL,Lateralus,Metal
Reflection,11:08,TOOL,Lateralus,Metal
Triad,6:38,TOOL,Lateralus,Metal
Faaip De Oiad,2:39,TOOL,Lateralus,Metal
Sweat,3:46,TOOL,Opiate - EP,Metal
Hush,2:48,TOOL,Opiate - EP,Metal
Part of Me,3:18,TOOL,Opiate - EP,Metal
Cold and Ugly (Live),4:09,TOOL,Opiate - EP,Metal
Jerk-Off (Live),4:25,TOOL,Opiate - EP,Metal
Opiate,8:28,TOOL,Opiate - EP,Metal
Sweat,3:47,Tool,Opiate [EP],Metal
Hush,2:48,Tool,Opiate [EP],Metal
Part Of Me,3:17,Tool,Opiate [EP],Metal
Cold And Ugly [Live],4:09,Tool,Opiate [EP],Metal
Jerk-Off [Live],4:25,Tool,Opiate [EP],Metal
Opiate,8:30,Tool,Opiate [EP],Metal
Intolerance,4:54,TOOL,Undertow,Metal
Prison Sex,4:56,TOOL,Undertow,Metal
Sober,5:07,TOOL,Undertow,Metal
Bottom,7:14,TOOL,Undertow,Metal
Crawl Away,5:30,TOOL,Undertow,Metal
Swamp Song,5:32,TOOL,Undertow,Metal
Undertow,5:22,TOOL,Undertow,Metal
4°,6:03,TOOL,Undertow,Metal
Flood,7:46,TOOL,Undertow,Metal
Disgustipated,15:47,TOOL,Undertow,Metal
Vicarious,7:06,TOOL,"10,000 Days",Metal
Jambi,7:29,TOOL,"10,000 Days",Metal
"Wings for Marie, Pt. 1",6:11,TOOL,"10,000 Days",Metal
"10,000 Days (Wings, Pt. 2)",11:14,TOOL,"10,000 Days",Metal
The Pot,6:22,TOOL,"10,000 Days",Metal
Lipan Conjuring,1:11,TOOL,"10,000 Days",Metal
Lost Keys (Blame Hofmann),3:46,TOOL,"10,000 Days",Metal
Rosetta Stoned,11:11,TOOL,"10,000 Days",Metal
Intension,7:21,TOOL,"10,000 Days",Metal
Right In Two,8:56,TOOL,"10,000 Days",Metal
Viginti Tres,5:01,TOOL,"10,000 Days",Metal
Drops of Jupiter,4:20,Train,Drops of Jupiter,Rock
"Hey, Soul Sister",3:37,Train,"Save Me, San Francisco (Bonus Track Version)",Pop
Dreamin,3:36,Twisted Insane,The Last Demon,Hip-Hop
The Chop Shop,4:05,Twisted Insane,Voodoo,Hip-Hop
DEATHCAMP (feat. Cole Alexander),3:10,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
BUFFALO (feat. Shane Powers),2:40,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
PILOT (feat. Syd Bennett),3:29,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
RUN (feat. Chaz Bundick and ScHoolboy Q),1:09,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
"FIND YOUR WINGS (feat. Roy Ayers, Syd Bennett, and Kali Uchis)",2:59,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
CHERRY BOMB,4:29,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
"BLOW MY LOAD (feat. Wanya Morris, DâmFunk, Austin Feinstein, and Syd Bennett)",3:10,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
"2SEATER (feat. Aaron Shaw, Samantha Nelson, and Austin Feinstein)",6:50,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) [feat. ScHoolboy Q],3:12,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
"F*****G YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Syd Bennett, and Kali Uchis)",6:42,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
SMUCKERS (feat. Lil Wayne and Kanye West),5:34,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
KEEP DA O'S (feat. Pharrell Williams and Coco O.),4:09,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
"OKAGA, CA (feat. Alice Smith, Leon Ware and Clem Creevy)",6:37,"Tyler, The Creator",Cherry Bomb,Hip-Hop/Rap
Foreword (feat. Rex Orange County),3:14,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Where This Flower Blooms (feat. Frank Ocean),3:15,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Sometimes...,0:36,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
See You Again (feat. Kali Uchis),3:00,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Who Dat Boy (feat. A$AP Rocky),3:25,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Pothole (feat. Jaden Smith),3:57,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Garden Shed (feat. Estelle),3:44,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Boredom (feat. Rex Orange County and Anna of the North),5:21,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
I Ain't Got Time!,3:26,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
911 / Mr. Lonely (feat. Frank Ocean and Steve Lacy),4:16,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Droppin' Seeds (feat. Lil' Wayne),1:00,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
November,3:45,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Glitter,3:45,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
"Enjoy Right Now, Today",3:55,"Tyler, The Creator",Flower Boy,Hip-Hop/Rap
Goblin,6:49,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Yonkers,4:09,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Radicals,7:18,"Tyler, The Creator",Goblin,Hip-Hop/Rap
She (feat. Frank Ocean),4:13,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Transylvania,3:12,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Nightmare,5:22,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Tron Cat,4:14,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Her,3:31,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Sandwitches (feat. Hodgy Beats),4:51,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Fish,6:20,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Analog (feat. Hodgy Beats),2:54,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Bitch Suck Dick (feat. Jasper Dolphin & Taco),3:36,"Tyler, The Creator",Goblin,Hip-Hop/Rap
"Window (feat. Domo Genesis, Frank Ocean, Hodgy Beats & Mike G)",8:00,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Au79,3:40,"Tyler, The Creator",Goblin,Hip-Hop/Rap
Golden,5:43,"Tyler, The Creator",Goblin,Hip-Hop/Rap
EARFQUAKE,3:10,"Tyler, The Creator",IGOR,Hip-Hop/Rap
OKRA,2:31,"Tyler, The Creator",OKRA - Single,Hip-Hop/Rap
Wolf,1:51,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Jamba (feat. Hodgy),3:33,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Cowboy,3:15,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Awkward,3:47,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Domo23,2:39,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Answer,3:50,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Slater (feat. Frank Ocean),3:54,"Tyler, The Creator",Wolf,Hip-Hop/Rap
48,4:07,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Colossus,3:33,"Tyler, The Creator",Wolf,Hip-Hop/Rap
PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier),7:19,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Ifhy (feat. Pharrell Williams),5:19,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Pigs,4:15,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Parking Lot (feat. Casey Veggies & Mike G),3:54,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Rusty (feat. Domo Genesis & Earl Sweatshirt),5:10,"Tyler, The Creator",Wolf,Hip-Hop/Rap
"Trashwang (feat. Na' kel, Jasper Dolphin, Lucas, L-Boy, Taco, Left Brain & Lee Spielman)",4:43,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Treehome95 (feat. Coco Owino & Erykah Badu),3:00,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Tamale,2:46,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Lone,3:57,"Tyler, The Creator",Wolf,Hip-Hop/Rap
Bastard,6:09,"Tyler, The Creator",12 Odd Future Songs,Hip-Hop/Rap
French (feat. Hodgy Beats),4:03,"Tyler, The Creator",12 Odd Future Songs,Hip-Hop/Rap
Rain Dance (Phase 1 Intro),3:40,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Shine All Gold,4:19,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Chasing Faith,3:57,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Star Signs,3:17,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
The Dualist,4:29,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Illusions,4:17,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
The Brooklyn Way,4:30,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Reincarnation (Phase 2 Intro),2:34,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Take Your Place,3:33,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Moon Shot,4:20,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Generation Z,4:49,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Allusions,4:05,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
We the Hope,4:30,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Stay the Same,3:45,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Unconscious Monsters (Evermore Outro),4:00,The Underachievers,Evermore: The Art of Duality,Hip-Hop/Rap
Herb Shuttles,3:15,The Underachievers,Indigoism,Hip-Hop/Rap
Gold Soul Theory,3:04,The Underachievers,Indigoism,Hip-Hop/Rap
Gotham Nights,3:32,The Underachievers,Renaissance,Hip-Hop
Phoenix Feathers,2:45,The Underachievers,Renaissance,Hip-Hop
Cobra Clutch,3:06,The Underachievers,Renaissance,Hip-Hop
Bitter Sweet Symphony,5:57,The Verve,Urban Hymns (Remastered 2016),Pop
Heaven On Earth (Reprise),2:06,Vic Mensa,The Autobiography (Deluxe),Hip-Hop/Rap
We Could Be Free (feat. Ty Dolla $ign),4:55,Vic Mensa,The Autobiography (Deluxe),Hip-Hop/Rap
Fire,2:17,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
65 Hunnid,3:06,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
Screen Door,4:07,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
Hands Up,3:20,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
Blue Suede,3:39,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
Limos (feat. Teyana Taylor),3:32,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
Feelin' the Love,3:30,Vince Staples,Hell Can Wait - EP,Hip-Hop/Rap
Lift Me Up,4:32,Vince Staples,Summertime '06,Hip-Hop/Rap
Norf Norf,3:03,Vince Staples,Summertime '06,Hip-Hop/Rap
Señorita,3:08,Vince Staples,Summertime '06,Hip-Hop/Rap
"Get Up, Stand Up",3:21,The Wailers,Burnin',Reggae
I Shot the Sheriff,4:40,The Wailers,Burnin',Reggae
Beverly Hills,3:16,Weezer,Make Believe,Rock
Feels Like Summer,3:15,Weezer,Pacific Daydream,Alternative
My Name Is Jonas,3:24,Weezer,Weezer,Pop
No One Else,3:05,Weezer,Weezer,Pop
The World Has Turned and Left Me Here,4:18,Weezer,Weezer,Pop
Buddy Holly,2:40,Weezer,Weezer,Pop
Undone - The Sweater Song,5:05,Weezer,Weezer,Pop
Surf Wax America,3:06,Weezer,Weezer,Pop
Say It Ain't So,4:19,Weezer,Weezer,Rock
In the Garage,3:56,Weezer,Weezer,Pop
Holiday,3:25,Weezer,Weezer,Pop
Only in Dreams,7:59,Weezer,Weezer,Pop
Don't Let Go,3:00,Weezer,Weezer (Green Album),Rock
Photograph,2:19,Weezer,Weezer (Green Album),Rock
Hash Pipe,3:07,Weezer,Weezer (Green Album),Rock
Island In the Sun,3:20,Weezer,Weezer (Green Album),Rock
Crab,2:35,Weezer,Weezer (Green Album),Rock
Knock-Down Drag-Out,2:08,Weezer,Weezer (Green Album),Rock
Smile,2:39,Weezer,Weezer (Green Album),Rock
Simple Pages,2:57,Weezer,Weezer (Green Album),Rock
Glorious Day,2:41,Weezer,Weezer (Green Album),Rock
O Girlfriend,3:50,Weezer,Weezer (Green Album),Rock
Troublemaker,2:45,Weezer,Weezer (Red Album),Alternative
The Greatest Man That Ever Lived (Variations on a Shaker Hymn),5:52,Weezer,Weezer (Red Album),Alternative
Pork and Beans,3:09,Weezer,Weezer (Red Album),Alternative
Heart Songs,4:06,Weezer,Weezer (Red Album),Alternative
Everybody Get Dangerous,4:03,Weezer,Weezer (Red Album),Alternative
Dreamin',5:12,Weezer,Weezer (Red Album),Alternative
Thought I Knew,3:02,Weezer,Weezer (Red Album),Alternative
Cold Dark World,3:51,Weezer,Weezer (Red Album),Alternative
Automatic,3:08,Weezer,Weezer (Red Album),Alternative
The Angel and the One,6:46,Weezer,Weezer (Red Album),Alternative
It's Easy,3:10,Weezer,Weezer (Red Album),Alternative
Seven Nation Army,3:52,The White Stripes,Elephant,Alternative
The Hardest Button to Button,3:32,The White Stripes,Elephant,Alternative
Icky Thump,4:15,The White Stripes,Icky Thump,Alternative
Fell In Love With a Girl,1:50,The White Stripes,White Blood Cells,Alternative
Wu-Tang the Saga Continues Intro (feat. RZA),1:31,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Lesson Learn'd (feat. Inspectah Deck & Redman),3:23,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Fast and Furious (feat. Hue Hef & Raekwon),3:42,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Famous Fighters (Skit),1:21,Wu-Tang,The Saga Continues,Hip-Hop/Rap
If Time is Money (Fly Navigation) [feat. Method Man],3:54,Wu-Tang,The Saga Continues,Hip-Hop/Rap
"Frozen (feat. Method Man, Killa Priest & Chris Rivers)",4:10,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Berto and the Fiend (Skit) [feat. Ghostface Killa],0:45,Wu-Tang,The Saga Continues,Hip-Hop/Rap
"Pearl Harbor (feat. Ghostface Killah, Method Man, RZA & Sean Price)",4:59,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Family (Skit),1:07,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Why Why Why (feat. RZA & Swnkah),4:00,Wu-Tang,The Saga Continues,Hip-Hop/Rap
"G'd up (feat. Method Man, R-Mean & Mzee Jones)",4:25,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Saga (Skit) [feat. RZA],0:58,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Hood Go Bang! (feat. Redman & Method Man),1:32,Wu-Tang,The Saga Continues,Hip-Hop/Rap
"My Only One (feat. Ghostface Killah, RZA, Cappadonna & Steven Latorre)",4:44,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Message,2:05,Wu-Tang,The Saga Continues,Hip-Hop/Rap
The Saga Continues Outro (feat. RZA),0:45,Wu-Tang,The Saga Continues,Hip-Hop/Rap
Bring da Ruckus,4:11,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Shame on a N***a,2:57,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Clan in da Front,4:33,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Wu-Tang: 7th Chamber,6:06,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Can It Be All So Simple / Intermission,6:53,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Da Mystery of Chessboxin',4:48,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Wu-Tang Clan Aint Nuthing ta F' Wit,3:36,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
C.R.E.A.M.,4:12,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Method Man,5:51,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Protect Ya Neck,4:51,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Tearz,4:18,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
"Wu-Tang: 7th Chamber, Pt. 2 / Conclusion",6:11,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Protect Ya Neck (Shao Lin Version),4:39,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Method Man (Home Grown Version),5:10,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
C.R.E.A.M. (A Cappella),2:38,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap
Can It Be All So Simple (Remix),5:38,Wu-Tang Clan,Only Built 4 Cuban Linx,Hip-Hop/Rap
People Say (feat. Redman),4:24,Wu-Tang Clan,The Saga Continues,Hip-Hop/Rap
If What You Say is True (feat. Streetlife),3:55,Wu-Tang Clan,The Saga Continues,Hip-Hop/Rap
Wu-Revolution (feat. Poppa Wu and Uncle Pete),6:46,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Reunited,5:22,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
For Heavens Sake (feat. CappaDonna),4:14,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),3:02,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Visionz,3:09,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
As High as Wu-Tang Get,2:38,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Severe Punishment,4:50,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Older Gods,3:06,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Maria (feat. CappaDonna),2:55,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
A Better Tomorrow,4:55,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
It's Yourz,4:17,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Intro,2:03,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Triumph (feat. CappaDonna),5:38,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Impossible (feat. Tekitha),4:29,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Little Ghetto Boys (feat. CappaDonna),4:49,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Deadly Melody,4:20,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
The City,4:06,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
The Projects,3:18,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Bells of War,5:12,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
The M.G.M.,2:39,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Dog Sh*t,3:35,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Duck Seazon,5:42,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Hellz Wind Staff (feat. Street Life),4:52,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Heaterz (feat. CappaDonna),5:26,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Black Shampoo,3:50,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
Second Coming (feat. Tekitha),4:40,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
The Closing,2:37,Wu-Tang Clan,Wu-Tang Forever,Hip-Hop/Rap
The Explanation,0:51,XXXTENTACION,17,Hip-Hop/Rap
Jocelyn Flores,1:59,XXXTENTACION,17,Hip-Hop/Rap
Depression & Obsession,2:25,XXXTENTACION,17,Hip-Hop/Rap
Everybody Dies in Their Nightmares,1:35,XXXTENTACION,17,Hip-Hop/Rap
Revenge,2:00,XXXTENTACION,17,Hip-Hop/Rap
Save Me,2:43,XXXTENTACION,17,Hip-Hop/Rap
Dead Inside (Interlude),1:27,XXXTENTACION,17,Hip-Hop/Rap
Fuck Love (feat. Trippie Redd),2:27,XXXTENTACION,17,Hip-Hop/Rap
Carry On,2:10,XXXTENTACION,17,Hip-Hop/Rap
Orlando,2:44,XXXTENTACION,17,Hip-Hop/Rap
Ayala (Outro),1:40,XXXTENTACION,17,Hip-Hop/Rap
American You,3:32,Yelawolf,Love Story,Hip-Hop/Rap
Till It's Gone,4:36,Yelawolf,Love Story,Hip-Hop/Rap
Best Friend (feat. Eminem),5:14,Yelawolf,Love Story,Hip-Hop/Rap
Shadows (feat. Joshua Hedley),5:12,Yelawolf,Trial By Fire,Hip-Hop/Rap
Pop the Trunk,3:48,Yelawolf,Trunk Muzik 0-60,Hip-Hop/Rap
Ocean Avenue,3:18,Yellowcard,Ocean Avenue,Rock
Ambitionz Az a Ridah,4:38,2Pac,All Eyez On Me (Remastered),Hip-Hop/Rap
All Eyez On Me (feat. Syke),5:08,2Pac,All Eyez On Me (Remastered),Hip-Hop/Rap
Changes (feat. Talent),4:29,2Pac,Greatest Hits,Hip-Hop/Rap
California Love (feat. Roger Troutman & Dr. Dre),4:45,2Pac,Greatest Hits,Hip-Hop/Rap
Dear Mama,4:39,2Pac,Greatest Hits,Hip-Hop/Rap
Soldier Like Me (Return of the Soulja) [feat. Eminem],3:50,2Pac,Loyal to the Game,Hip-Hop/Rap
